"EnsID.y","EnsID","EnsName.x","GeneClassUpdate.x","EnsName.y","GeneClassUpdate.y","pairs","AbsDistLnc_PCG","DistLnc_PCG","str.x","str.y","LncRNA-PCG Relationship"
"ENSG00000179271.2","ENSG00000267519.5","CTD-3252C9.4","Bona fide lncRNA","GADD45GIP1","Protein coding","ENSG00000267519.5-ENSG00000179271.2",879.063,879.063,"-","-","Intergenic"
"ENSG00000179271.2","ENSG00000219665.8","CTD-2006C1.2","Bona fide lncRNA","GADD45GIP1","Protein coding","ENSG00000219665.8-ENSG00000179271.2",922.65,-922.65,"+","-","Intergenic"
"ENSG00000179295.17","ENSG00000234608.7","MAPKAPK5-AS1","Bona fide lncRNA","PTPN11","Protein coding","ENSG00000234608.7-ENSG00000179295.17",576.012,-576.012,"-","+","Intergenic"
"ENSG00000179304.16","ENSG00000232593.7","KANTR","Bona fide lncRNA","FAM156B","Protein coding","ENSG00000232593.7-ENSG00000179304.16",194.765,194.765,"+","+","Intergenic"
"ENSG00000179335.18","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","CLK3","Protein coding","ENSG00000261801.5-ENSG00000179335.18",680.124,-680.124,"-","+","Intergenic"
"ENSG00000179335.18","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","CLK3","Protein coding","ENSG00000247240.7-ENSG00000179335.18",147.028,-147.028,"+","+","Intergenic"
"ENSG00000179361.17","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","ARID3B","TF","ENSG00000261801.5-ENSG00000179361.17",612.929,-612.929,"-","+","Intergenic"
"ENSG00000179361.17","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","ARID3B","TF","ENSG00000247240.7-ENSG00000179361.17",79.833,-79.833,"+","+","Intergenic"
"ENSG00000179387.9","ENSG00000196951.10","SCOC-AS1","Bona fide lncRNA","ELMOD2","Protein coding","ENSG00000196951.10-ENSG00000179387.9",150.777,-150.777,"-","+","Intergenic"
"ENSG00000179409.10","ENSG00000186594.14","MIR22HG","Bona fide lncRNA","GEMIN4","Protein coding","ENSG00000186594.14-ENSG00000179409.10",962.198,962.198,"-","-","Intergenic"
"ENSG00000179409.10","ENSG00000236618.2","PITPNA-AS1","Bona fide lncRNA","GEMIN4","Protein coding","ENSG00000236618.2-ENSG00000179409.10",762.932,762.932,"+","-","Intergenic"
"ENSG00000179526.16","ENSG00000253716.5","MINCR","Bona fide lncRNA","SHARPIN","Protein coding","ENSG00000253716.5-ENSG00000179526.16",817.632,-817.632,"-","-","Intergenic"
"ENSG00000179528.15","ENSG00000237883.1","DGUOK-AS1","Bona fide lncRNA","LBX2","TF","ENSG00000237883.1-ENSG00000179528.15",517.934,-517.934,"-","-","Intergenic"
"ENSG00000179528.15","ENSG00000225439.2","BOLA3-AS1","Bona fide lncRNA","LBX2","TF","ENSG00000225439.2-ENSG00000179528.15",351.328,-351.328,"+","-","Intergenic"
"ENSG00000179588.8","ENSG00000260630.6","SNAI3-AS1","Bona fide lncRNA","ZFPM1","TF","ENSG00000260630.6-ENSG00000179588.8",209.671,209.671,"+","+","Intergenic"
"ENSG00000179588.8","ENSG00000261327.4","RP11-863P13.3","Bona fide lncRNA","ZFPM1","TF","ENSG00000261327.4-ENSG00000179588.8",266.194,-266.194,"-","+","Intergenic"
"ENSG00000179598.5","ENSG00000175061.17","LRRC75A-AS1","Bona fide lncRNA","PLD6","Protein coding","ENSG00000175061.17-ENSG00000179598.5",766.994,-766.994,"+","-","Intergenic"
"ENSG00000179604.9","MSTRG.14687",NA,"Bona fide lncRNA","CDC42EP4","Protein coding","MSTRG.14687-ENSG00000179604.9",718.612,-718.612,"-","-","Intergenic"
"ENSG00000179632.9","ENSG00000253716.5","MINCR","Bona fide lncRNA","MAF1","Protein coding","ENSG00000253716.5-ENSG00000179632.9",822.809,-822.809,"-","+","Intergenic"
"ENSG00000179750.15","ENSG00000228274.3","RP3-508I15.9","Bona fide lncRNA","APOBEC3B","Protein coding","ENSG00000228274.3-ENSG00000179750.15",300.527,-300.527,"-","+","Intergenic"
"ENSG00000179820.15","ENSG00000226696.5","LENG8-AS1","Bona fide lncRNA","MYADM","Protein coding","ENSG00000226696.5-ENSG00000179820.15",580.719,580.719,"-","+","Intergenic"
"ENSG00000179820.15","MSTRG.17285",NA,"Bona fide lncRNA","MYADM","Protein coding","MSTRG.17285-ENSG00000179820.15",7.327,7.327,"-","+","Antisense Overlap"
"ENSG00000179832.17","ENSG00000253716.5","MINCR","Bona fide lncRNA","MROH1","Protein coding","ENSG00000253716.5-ENSG00000179832.17",866.327,-866.327,"-","+","Intergenic"
"ENSG00000179833.4","ENSG00000235725.1","AC007389.3","Bona fide lncRNA","SERTAD2","Protein coding","ENSG00000235725.1-ENSG00000179833.4",889.172,889.172,"-","-","Intergenic"
"ENSG00000179859.9","ENSG00000267532.5","MIR497HG","Bona fide lncRNA","AC025335.1","Protein coding","ENSG00000267532.5-ENSG00000179859.9",896.327,-896.327,"-","-","Intergenic"
"ENSG00000179859.9","ENSG00000215067.9","ALOX12-AS1","Bona fide lncRNA","AC025335.1","Protein coding","ENSG00000215067.9-ENSG00000179859.9",903.608,-903.608,"-","-","Intergenic"
"ENSG00000179889.18","ENSG00000262454.2","MIR193BHG","Bona fide lncRNA","PDXDC1","Protein coding","ENSG00000262454.2-ENSG00000179889.18",672.507,-672.507,"+","+","Intergenic"
"ENSG00000179909.15","ENSG00000268895.5","A1BG-AS1","Bona fide lncRNA","ZNF154","TF","ENSG00000268895.5-ENSG00000179909.15",638.557,638.557,"+","-","Intergenic"
"ENSG00000179909.15","ENSG00000268516.2","CTD-3138B18.5","Bona fide lncRNA","ZNF154","TF","ENSG00000268516.2-ENSG00000179909.15",569.614,569.614,"-","-","Intergenic"
"ENSG00000179909.15","ENSG00000232098.3","CTD-2619J13.14","Bona fide lncRNA","ZNF154","TF","ENSG00000232098.3-ENSG00000179909.15",698.102,698.102,"-","-","Intergenic"
"ENSG00000179912.20","ENSG00000255737.2","AGAP2-AS1","Bona fide lncRNA","R3HDM2","Protein coding","ENSG00000255737.2-ENSG00000179912.20",295.266,295.266,"+","-","Intergenic"
"ENSG00000179912.20","ENSG00000257698.1","RP11-620J15.3","Bona fide lncRNA","R3HDM2","Protein coding","ENSG00000257698.1-ENSG00000179912.20",505.074,505.074,"-","-","Intergenic"
"ENSG00000179922.5","MSTRG.17405",NA,"Bona fide lncRNA","ZNF784","TF","MSTRG.17405-ENSG00000179922.5",451.902,-451.902,"+","-","Intergenic"
"ENSG00000179922.5","ENSG00000166770.10","ZNF667-AS1","Bona fide lncRNA","ZNF784","TF","ENSG00000166770.10-ENSG00000179922.5",852.649,852.649,"+","-","Intergenic"
"ENSG00000179941.6","ENSG00000257219.5","RP11-54A9.1","Bona fide lncRNA","BBS10","Protein coding","ENSG00000257219.5-ENSG00000179941.6",88.537,-88.537,"+","-","Intergenic"
"ENSG00000179943.7","ENSG00000166770.10","ZNF667-AS1","Bona fide lncRNA","FIZ1","TF","ENSG00000166770.10-ENSG00000179943.7",875.28,875.28,"+","-","Intergenic"
"ENSG00000179943.7","MSTRG.17405",NA,"Bona fide lncRNA","FIZ1","TF","MSTRG.17405-ENSG00000179943.7",426.089,-426.089,"+","-","Intergenic"
"ENSG00000179950.13","ENSG00000253716.5","MINCR","Bona fide lncRNA","PUF60","Protein coding","ENSG00000253716.5-ENSG00000179950.13",547.609,-547.609,"-","-","Intergenic"
"ENSG00000179954.15","ENSG00000166770.10","ZNF667-AS1","Bona fide lncRNA","SSC5D","Protein coding","ENSG00000166770.10-ENSG00000179954.15",983.359,983.359,"+","+","Intergenic"
"ENSG00000179954.15","MSTRG.17405",NA,"Bona fide lncRNA","SSC5D","Protein coding","MSTRG.17405-ENSG00000179954.15",315.705,-315.705,"+","+","Intergenic"
"ENSG00000179981.9","ENSG00000264247.1","LINC00909","Bona fide lncRNA","TSHZ1","TF","ENSG00000264247.1-ENSG00000179981.9",612.247,-612.247,"-","+","Intergenic"
"ENSG00000180011.6","ENSG00000264247.1","LINC00909","Bona fide lncRNA","ZADH2","Protein coding","ENSG00000264247.1-ENSG00000180011.6",607.005,-607.005,"-","-","Intergenic"
"ENSG00000180098.9","ENSG00000197989.13","SNHG12","Bona fide lncRNA","TRNAU1AP","Protein coding","ENSG00000197989.13-ENSG00000180098.9",27.982,27.982,"-","+","Antisense Overlap"
"ENSG00000180104.15","ENSG00000225138.7","CTD-2228K2.7","Bona fide lncRNA","EXOC3","Protein coding","ENSG00000225138.7-ENSG00000180104.15",30.324,30.324,"+","+","Intergenic"
"ENSG00000180155.19","ENSG00000253716.5","MINCR","Bona fide lncRNA","LYNX1","Protein coding","ENSG00000253716.5-ENSG00000180155.19",503.039,503.039,"-","-","Intergenic"
"ENSG00000180185.11","ENSG00000260778.5","RP11-304L19.13","Bona fide lncRNA","FAHD1","Protein coding","ENSG00000260778.5-ENSG00000180185.11",440.935,440.935,"+","+","Intergenic"
"ENSG00000180185.11","ENSG00000260565.6","ERVK13-1","Bona fide lncRNA","FAHD1","Protein coding","ENSG00000260565.6-ENSG00000180185.11",838.13,838.13,"-","+","Intergenic"
"ENSG00000180185.11","ENSG00000260260.1","SNHG19","Bona fide lncRNA","FAHD1","Protein coding","ENSG00000260260.1-ENSG00000180185.11",328.138,328.138,"-","+","Intergenic"
"ENSG00000180198.15","ENSG00000197989.13","SNHG12","Bona fide lncRNA","RCC1","CC","ENSG00000197989.13-ENSG00000180198.15",62.963,62.963,"-","+","Intergenic"
"ENSG00000180228.12","ENSG00000223960.6","AC009948.5","Bona fide lncRNA","PRKRA","Protein coding","ENSG00000223960.6-ENSG00000180228.12",37.174,-37.174,"+","-","Antisense Overlap"
"ENSG00000180228.12","ENSG00000237298.9","TTN-AS1","Bona fide lncRNA","PRKRA","Protein coding","ENSG00000237298.9-ENSG00000180228.12",71.936,71.936,"+","-","Intergenic"
"ENSG00000180233.10","ENSG00000225264.3","ZNRF2P2","Bona fide lncRNA","ZNRF2","Protein coding","ENSG00000225264.3-ENSG00000180233.10",599.052,-599.052,"-","+","Intergenic"
"ENSG00000180257.13","MSTRG.17285",NA,"Bona fide lncRNA","ZNF816","TF","MSTRG.17285-ENSG00000180257.13",912.299,912.299,"-","-","Intergenic"
"ENSG00000180257.13","ENSG00000269834.5","ZNF528-AS1","Bona fide lncRNA","ZNF816","TF","ENSG00000269834.5-ENSG00000180257.13",565.072,-565.072,"-","-","Intergenic"
"ENSG00000180329.13","ENSG00000267080.5","ASB16-AS1","Bona fide lncRNA","CCDC43","Protein coding","ENSG00000267080.5-ENSG00000180329.13",503.028,-503.028,"-","-","Intergenic"
"ENSG00000180340.6","ENSG00000267080.5","ASB16-AS1","Bona fide lncRNA","FZD2","Protein coding","ENSG00000267080.5-ENSG00000180340.6",370.742,-370.742,"-","+","Intergenic"
"ENSG00000180354.15","ENSG00000225264.3","ZNRF2P2","Bona fide lncRNA","MTURN","Protein coding","ENSG00000225264.3-ENSG00000180354.15",449.555,-449.555,"-","+","Intergenic"
"ENSG00000180370.10","ENSG00000228109.1","MELTF-AS1","Bona fide lncRNA","PAK2","Protein coding","ENSG00000228109.1-ENSG00000180370.10",190.688,190.688,"+","+","Intergenic"
"ENSG00000180376.16","ENSG00000272146.5","ARF4-AS1","Bona fide lncRNA","CCDC66","Protein coding","ENSG00000272146.5-ENSG00000180376.16",981.846,981.846,"+","+","Intergenic"
"ENSG00000180398.11","ENSG00000239332.5","LINC01119","Bona fide lncRNA","MCFD2","Protein coding","ENSG00000239332.5-ENSG00000180398.11",69.915,-69.915,"+","-","Intergenic"
"ENSG00000180448.10","ENSG00000266990.1","LLNLR-284B4.2","Bona fide lncRNA","ARHGAP45","Protein coding","ENSG00000266990.1-ENSG00000180448.10",80.182,-80.182,"-","+","Intergenic"
"ENSG00000180573.9","ENSG00000272462.2","U91328.19","Bona fide lncRNA","HIST1H2AC","CC","ENSG00000272462.2-ENSG00000180573.9",131.483,-131.483,"+","+","Intergenic"
"ENSG00000180694.13","ENSG00000253738.1","OTUD6B-AS1","Bona fide lncRNA","TMEM64","Protein coding","ENSG00000253738.1-ENSG00000180694.13",424.106,424.106,"-","-","Intergenic"
"ENSG00000180694.13","ENSG00000251136.8","RP11-37B2.1","Bona fide lncRNA","TMEM64","Protein coding","ENSG00000251136.8-ENSG00000180694.13",887.801,-887.801,"-","-","Intergenic"
"ENSG00000180758.11","ENSG00000228526.6","MIR34AHG","Bona fide lncRNA","GPR157","Protein coding","ENSG00000228526.6-ENSG00000180758.11",23.164,23.164,"-","-","Intergenic"
"ENSG00000180758.11","ENSG00000234546.3","LINC01759","Bona fide lncRNA","GPR157","Protein coding","ENSG00000234546.3-ENSG00000180758.11",52.834,52.834,"+","-","Intergenic"
"ENSG00000180806.4","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","HOXC9","TF","ENSG00000250742.2-ENSG00000180806.4",125.979,125.979,"+","+","Intergenic"
"ENSG00000180806.4","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","HOXC9","TF","ENSG00000228630.5-ENSG00000180806.4",25.163,-25.163,"-","+","Intergenic"
"ENSG00000180818.4","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","HOXC10","TF","ENSG00000228630.5-ENSG00000180818.4",10.23,-10.23,"-","+","Intergenic"
"ENSG00000180818.4","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","HOXC10","TF","ENSG00000250742.2-ENSG00000180818.4",139.668,139.668,"+","+","Intergenic"
"ENSG00000180834.7","ENSG00000240024.5","LINC00888","Bona fide lncRNA","MAP6D1","Protein coding","ENSG00000240024.5-ENSG00000180834.7",377.927,-377.927,"+","-","Intergenic"
"ENSG00000180875.4","ENSG00000225554.1","RP11-527D7.1","Bona fide lncRNA","GREM2","Protein coding","ENSG00000225554.1-ENSG00000180875.4",812.143,812.143,"+","-","Intergenic"
"ENSG00000180879.13","ENSG00000197180.2","CH17-340M24.3","Bona fide lncRNA","SSR4","Protein coding","ENSG00000197180.2-ENSG00000180879.13",633.84,633.84,"-","+","Intergenic"
"ENSG00000180879.13","MSTRG.33807",NA,"Bona fide lncRNA","SSR4","Protein coding","MSTRG.33807-ENSG00000180879.13",28.157,-28.157,"-","+","Intergenic"
"ENSG00000180884.9","ENSG00000236144.6","TMEM147-AS1","Bona fide lncRNA","ZNF792","TF","ENSG00000236144.6-ENSG00000180884.9",580.991,580.991,"-","-","Intergenic"
"ENSG00000180884.9","ENSG00000226510.1","UPK1A-AS1","Bona fide lncRNA","ZNF792","TF","ENSG00000226510.1-ENSG00000180884.9",709.242,709.242,"-","-","Intergenic"
"ENSG00000180891.12","ENSG00000263004.1","RP11-166P13.3","Bona fide lncRNA","CUEDC1","Protein coding","ENSG00000263004.1-ENSG00000180891.12",786.341,-786.341,"-","-","Intergenic"
"ENSG00000180900.18","ENSG00000253716.5","MINCR","Bona fide lncRNA","SCRIB","Protein coding","ENSG00000253716.5-ENSG00000180900.18",526.987,-526.987,"-","-","Intergenic"
"ENSG00000180921.6","ENSG00000253716.5","MINCR","Bona fide lncRNA","FAM83H","Protein coding","ENSG00000253716.5-ENSG00000180921.6",446.95,-446.95,"-","-","Intergenic"
"ENSG00000180957.17","ENSG00000235954.6","TTC28-AS1","Bona fide lncRNA","PITPNB","Protein coding","ENSG00000235954.6-ENSG00000180957.17",0.161,0.161,"+","-","Bidirectional"
"ENSG00000180957.17","ENSG00000233521.5","LINC01638","Bona fide lncRNA","PITPNB","Protein coding","ENSG00000233521.5-ENSG00000180957.17",694.541,-694.541,"-","-","Intergenic"
"ENSG00000180964.16","ENSG00000281091.2","RP13-349O20.2","Bona fide lncRNA","TCEAL8","Protein coding","ENSG00000281091.2-ENSG00000180964.16",149.574,149.574,"+","-","Intergenic"
"ENSG00000180964.16","ENSG00000223546.6","LINC00630","Bona fide lncRNA","TCEAL8","Protein coding","ENSG00000223546.6-ENSG00000180964.16",485.967,-485.967,"+","-","Intergenic"
"ENSG00000180964.16","ENSG00000239407.5","LL0XNC01-237H1.2","Bona fide lncRNA","TCEAL8","Protein coding","ENSG00000239407.5-ENSG00000180964.16",370.771,-370.771,"+","-","Intergenic"
"ENSG00000181007.8","ENSG00000232677.6","LINC00665","Bona fide lncRNA","ZFP82","TF","ENSG00000232677.6-ENSG00000181007.8",86.914,-86.914,"-","-","Intergenic"
"ENSG00000181007.8","ENSG00000226686.7","LINC01535","Bona fide lncRNA","ZFP82","TF","ENSG00000226686.7-ENSG00000181007.8",833.256,833.256,"+","-","Intergenic"
"ENSG00000181007.8","ENSG00000233527.8","ZNF529-AS1","Bona fide lncRNA","ZFP82","TF","ENSG00000233527.8-ENSG00000181007.8",154.414,154.414,"+","-","Intergenic"
"ENSG00000181007.8","ENSG00000267254.5","ZNF790-AS1","Bona fide lncRNA","ZFP82","TF","ENSG00000267254.5-ENSG00000181007.8",378.862,378.862,"+","-","Intergenic"
"ENSG00000181007.8","ENSG00000226510.1","UPK1A-AS1","Bona fide lncRNA","ZFP82","TF","ENSG00000226510.1-ENSG00000181007.8",745.365,-745.365,"-","-","Intergenic"
"ENSG00000181007.8","ENSG00000236144.6","TMEM147-AS1","Bona fide lncRNA","ZFP82","TF","ENSG00000236144.6-ENSG00000181007.8",872.627,-872.627,"-","-","Intergenic"
"ENSG00000181007.8","ENSG00000225975.6","LINC01534","Bona fide lncRNA","ZFP82","TF","ENSG00000225975.6-ENSG00000181007.8",268.754,268.754,"-","-","Intergenic"
"ENSG00000181029.8","ENSG00000269386.5","RAB11B-AS1","Bona fide lncRNA","TRAPPC5","Protein coding","ENSG00000269386.5-ENSG00000181029.8",695.584,695.584,"-","+","Intergenic"
"ENSG00000181035.13","MSTRG.16351",NA,"Bona fide lncRNA","SLC25A42","Protein coding","MSTRG.16351-ENSG00000181035.13",855.674,-855.674,"+","+","Intergenic"
"ENSG00000181038.13","ENSG00000163597.14","SNHG16","Bona fide lncRNA","METTL23","Protein coding","ENSG00000163597.14-ENSG00000181038.13",168.367,-168.367,"+","+","Intergenic"
"ENSG00000181045.14","ENSG00000226137.5","BAIAP2-AS1","Bona fide lncRNA","SLC26A11","Protein coding","ENSG00000226137.5-ENSG00000181045.14",814.104,814.104,"-","+","Intergenic"
"ENSG00000181090.19","ENSG00000203993.4","ARRDC1-AS1","Bona fide lncRNA","EHMT1","Protein coding","ENSG00000203993.4-ENSG00000181090.19",0.057,-0.057,"-","+","Bidirectional"
"ENSG00000181135.15","ENSG00000253716.5","MINCR","Bona fide lncRNA","ZNF707","TF","ENSG00000253716.5-ENSG00000181135.15",402.763,-402.763,"-","+","Intergenic"
"ENSG00000181222.15","ENSG00000215067.9","ALOX12-AS1","Bona fide lncRNA","POLR2A","Protein coding","ENSG00000215067.9-ENSG00000181222.15",472.017,-472.017,"-","+","Intergenic"
"ENSG00000181222.15","ENSG00000267532.5","MIR497HG","Bona fide lncRNA","POLR2A","Protein coding","ENSG00000267532.5-ENSG00000181222.15",464.736,-464.736,"-","+","Intergenic"
"ENSG00000181264.8","ENSG00000184232.8a","OAF","Bona fide lncRNA","TMEM136","Protein coding","ENSG00000184232.8a-ENSG00000181264.8",111.393,-111.393,"+","+","Intergenic"
"ENSG00000181284.2","ENSG00000267532.5","MIR497HG","Bona fide lncRNA","TMEM102","Protein coding","ENSG00000267532.5-ENSG00000181284.2",415.824,-415.824,"-","+","Intergenic"
"ENSG00000181284.2","ENSG00000215067.9","ALOX12-AS1","Bona fide lncRNA","TMEM102","Protein coding","ENSG00000215067.9-ENSG00000181284.2",423.105,-423.105,"-","+","Intergenic"
"ENSG00000181315.10","ENSG00000272462.2","U91328.19","Bona fide lncRNA","ZNF322","TF","ENSG00000272462.2-ENSG00000181315.10",658.834,-658.834,"+","-","Intergenic"
"ENSG00000181350.11","ENSG00000265519.1","CTD-3157E16.1","Bona fide lncRNA","LRRC75A","Protein coding","ENSG00000265519.1-ENSG00000181350.11",660.089,-660.089,"-","-","Intergenic"
"ENSG00000181350.11","ENSG00000175061.17","LRRC75A-AS1","Bona fide lncRNA","LRRC75A","Protein coding","ENSG00000175061.17-ENSG00000181350.11",8.973,-8.973,"+","-","Antisense Overlap"
"ENSG00000181396.12","MSTRG.15020",NA,"Bona fide lncRNA","OGFOD3","Protein coding","MSTRG.15020-ENSG00000181396.12",821.979,821.979,"+","-","Intergenic"
"ENSG00000181396.12","ENSG00000265688.1","MAFG-AS1","Bona fide lncRNA","OGFOD3","Protein coding","ENSG00000265688.1-ENSG00000181396.12",466.082,-466.082,"+","-","Intergenic"
"ENSG00000181467.4","ENSG00000243069.7","ARHGEF26-AS1","Bona fide lncRNA","RAP2B","Protein coding","ENSG00000243069.7-ENSG00000181467.4",958.813,958.813,"-","+","Intergenic"
"ENSG00000181513.14","ENSG00000267080.5","ASB16-AS1","Bona fide lncRNA","ACBD4","Protein coding","ENSG00000267080.5-ENSG00000181513.14",945.883,-945.883,"-","+","Intergenic"
"ENSG00000181523.12","ENSG00000226137.5","BAIAP2-AS1","Bona fide lncRNA","SGSH","Protein coding","ENSG00000226137.5-ENSG00000181523.12",814.173,814.173,"-","-","Intergenic"
"ENSG00000181544.13","ENSG00000212663.2","RP1-122K4.3","Bona fide lncRNA","FANCB","CC","ENSG00000212663.2-ENSG00000181544.13",884.232,-884.232,"-","-","Intergenic"
"ENSG00000181588.16","ENSG00000266990.1","LLNLR-284B4.2","Bona fide lncRNA","MEX3D","Protein coding","ENSG00000266990.1-ENSG00000181588.16",564.773,-564.773,"-","-","Intergenic"
"ENSG00000181610.12","ENSG00000263004.1","RP11-166P13.3","Bona fide lncRNA","MRPS23","Protein coding","ENSG00000263004.1-ENSG00000181610.12",765.02,-765.02,"-","-","Intergenic"
"ENSG00000181625.17","ENSG00000259807.1","RP11-426C22.4","Bona fide lncRNA","SLX1B","Protein coding","ENSG00000259807.1-ENSG00000181625.17",233.35,-233.35,"-","+","Intergenic"
"ENSG00000181625.17","ENSG00000260953.1","RP11-426C22.6","Bona fide lncRNA","SLX1B","Protein coding","ENSG00000260953.1-ENSG00000181625.17",190.022,-190.022,"-","+","Intergenic"
"ENSG00000181625.17","ENSG00000260442.5","ATP2A1-AS1","Bona fide lncRNA","SLX1B","Protein coding","ENSG00000260442.5-ENSG00000181625.17",574.581,-574.581,"-","+","Intergenic"
"ENSG00000181638.17","ENSG00000253716.5","MINCR","Bona fide lncRNA","ZFP41","TF","ENSG00000253716.5-ENSG00000181638.17",31.708,31.708,"-","+","Intergenic"
"ENSG00000181666.17","ENSG00000267254.5","ZNF790-AS1","Bona fide lncRNA","HKR1","TF","ENSG00000267254.5-ENSG00000181666.17",516.695,-516.695,"+","+","Intergenic"
"ENSG00000181666.17","ENSG00000225975.6","LINC01534","Bona fide lncRNA","HKR1","TF","ENSG00000225975.6-ENSG00000181666.17",630.455,-630.455,"-","+","Intergenic"
"ENSG00000181666.17","ENSG00000233527.8","ZNF529-AS1","Bona fide lncRNA","HKR1","TF","ENSG00000233527.8-ENSG00000181666.17",744.367,-744.367,"+","+","Intergenic"
"ENSG00000181666.17","ENSG00000232677.6","LINC00665","Bona fide lncRNA","HKR1","TF","ENSG00000232677.6-ENSG00000181666.17",986.162,-986.162,"-","+","Intergenic"
"ENSG00000181666.17","ENSG00000226686.7","LINC01535","Bona fide lncRNA","HKR1","TF","ENSG00000226686.7-ENSG00000181666.17",65.992,-65.992,"+","+","Intergenic"
"ENSG00000181788.3","ENSG00000240137.5","ERICH6-AS1","Bona fide lncRNA","SIAH2","Protein coding","ENSG00000240137.5-ENSG00000181788.3",59.813,-59.813,"+","-","Intergenic"
"ENSG00000181789.14","ENSG00000244300.2","GATA2-AS1","Bona fide lncRNA","COPG1","Protein coding","ENSG00000244300.2-ENSG00000181789.14",760.394,-760.394,"+","+","Intergenic"
"ENSG00000181789.14","ENSG00000271270.5","TMCC1-AS1","Bona fide lncRNA","COPG1","Protein coding","ENSG00000271270.5-ENSG00000181789.14",644.265,644.265,"+","+","Intergenic"
"ENSG00000181852.17","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","RNF41","Protein coding","ENSG00000258056.2-ENSG00000181852.17",492.805,-492.805,"+","-","Intergenic"
"ENSG00000181894.14","ENSG00000268516.2","CTD-3138B18.5","Bona fide lncRNA","ZNF329","TF","ENSG00000268516.2-ENSG00000181894.14",123.679,123.679,"-","-","Intergenic"
"ENSG00000181894.14","ENSG00000232098.3","CTD-2619J13.14","Bona fide lncRNA","ZNF329","TF","ENSG00000232098.3-ENSG00000181894.14",252.167,252.167,"-","-","Intergenic"
"ENSG00000181894.14","ENSG00000268895.5","A1BG-AS1","Bona fide lncRNA","ZNF329","TF","ENSG00000268895.5-ENSG00000181894.14",192.622,192.622,"+","-","Intergenic"
"ENSG00000181896.11","ENSG00000267383.6","CTC-260E6.6","Bona fide lncRNA","ZNF101","TF","ENSG00000267383.6-ENSG00000181896.11",569.097,569.097,"-","+","Intergenic"
"ENSG00000182013.17","ENSG00000267757.4","EML2-AS1","Bona fide lncRNA","PNMAL1","Protein coding","ENSG00000267757.4-ENSG00000182013.17",829.872,-829.872,"+","-","Intergenic"
"ENSG00000182087.12","ENSG00000266990.1","LLNLR-284B4.2","Bona fide lncRNA","TMEM259","Protein coding","ENSG00000266990.1-ENSG00000182087.12",11.49,-11.49,"-","-","Intergenic"
"ENSG00000182118.7","ENSG00000223393.1","RP5-858B6.3","Bona fide lncRNA","FAM89A","Protein coding","ENSG00000223393.1-ENSG00000182118.7",165.4,-165.4,"+","-","Intergenic"
"ENSG00000182118.7","ENSG00000233461.5","RP11-295G20.2","Bona fide lncRNA","FAM89A","Protein coding","ENSG00000233461.5-ENSG00000182118.7",488.31,488.31,"-","-","Intergenic"
"ENSG00000182150.15","ENSG00000175611.11","LINC00476","Bona fide lncRNA","ERCC6L2","Protein coding","ENSG00000175611.11-ENSG00000182150.15",0.114,-0.114,"-","+","Bidirectional"
"ENSG00000182154.7","ENSG00000203993.4","ARRDC1-AS1","Bona fide lncRNA","MRPL41","Protein coding","ENSG00000203993.4-ENSG00000182154.7",67.614,67.614,"-","+","Intergenic"
"ENSG00000182180.13","ENSG00000227540.1","DNAJC9-AS1","Bona fide lncRNA","MRPS16","Protein coding","ENSG00000227540.1-ENSG00000182180.13",0.098,0.098,"+","-","Bidirectional"
"ENSG00000182180.13","ENSG00000221817.9","PPP3CB-AS1","Bona fide lncRNA","MRPS16","Protein coding","ENSG00000221817.9-ENSG00000182180.13",242.832,242.832,"+","-","Intergenic"
"ENSG00000182195.7","ENSG00000203930.10","LINC00632","Bona fide lncRNA","LDOC1","Protein coding","ENSG00000203930.10-ENSG00000182195.7",412.438,-412.438,"+","-","Intergenic"
"ENSG00000182195.7","ENSG00000281508.1","CDR1-AS","Bona fide lncRNA","LDOC1","Protein coding","ENSG00000281508.1-ENSG00000182195.7",393.84,-393.84,"+","-","Intergenic"
"ENSG00000182196.13","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","ARL6IP4","Protein coding","ENSG00000256546.1-ENSG00000182196.13",912.034,-912.034,"+","+","Intergenic"
"ENSG00000182199.10","ENSG00000257698.1","RP11-620J15.3","Bona fide lncRNA","SHMT2","Protein coding","ENSG00000257698.1-ENSG00000182199.10",705.993,705.993,"-","+","Intergenic"
"ENSG00000182199.10","ENSG00000255737.2","AGAP2-AS1","Bona fide lncRNA","SHMT2","Protein coding","ENSG00000255737.2-ENSG00000182199.10",496.185,496.185,"+","+","Intergenic"
"ENSG00000182208.13","MSTRG.4670",NA,"Bona fide lncRNA","MOB2","Protein coding","MSTRG.4670-ENSG00000182208.13",600.019,-600.019,"+","-","Intergenic"
