primiRID,primiRname,miRname,locus,strand,Stars,nameStars,Pt134_0h,Pt151_0h,Pt157_0h,Pt2279_0h,Pt134_4h,Pt151_4h,Pt157_4h,Pt2279_4h,Pt134_8h,Pt151_8h,Pt157_8h,Pt2279_8h,Pt134_24h,Pt151_24h,Pt157_24h,Pt2279_24h,Hour0_meanrpm,Hour0_serpm,Hour4_meanrpm,Hour4_serpm,Hour8_meanrpm,Hour8_serpm,Hour24_meanrpm,Hour24_serpm,rpm_max_treatment,padj_LRT,LogFC_0_4,preadj_0_4,LogFC_4_8,preadj_4_8,LogFC_8_24,preadj_8_24,LogFC_0_8,preadj_0_8,LogFC_0_24,preadj_0_24,LogFC_4_24,preadj_4_24,DE_LRT,DE_pairs,DE_consensus
MI0022622,hsa-mir-6777,hsa-miR-6777-5p,chr17:17813518-17813540,-,<20% RPMM,hsa-miR-6777-5p*,0,0,0,0.555240508,0,0.083254221,0.108951012,0.573972198,0.552281549,0.144505893,0,0,0.40418553,0.144634933,0.10881246,0.242178659,0.138810127,0.138810127,0.191544358,0.129579033,0.17419686,0.130549696,0.224952895,0.066055936,0.224952895,NA,0.922608046,NA,0.181861397,1,0.385080797,1,1.104469444,NA,1.489550241,NA,0.566942195,NA,NA,NA,Stable
MI0022624,hsa-mir-6779,hsa-miR-6779-3p,chr17:38915017-38915037,+,NA,hsa-miR-6779-3p,0.159306926,0,0,0,0,0.083254221,0.108951012,0.191324066,0,0,0,0,0,0.144634933,0,0,0.039826731,0.039826731,0.095882325,0.039404744,0,0,0.036158733,0.036158733,0.095882325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022624,hsa-mir-6779,hsa-miR-6779-5p,chr17:38914984-38915004,+,Single miR only,hsa-miR-6779-5p,0.796534628,0,0.289140142,0,0,0.333016884,0,0,0.18409385,0.144505893,0,0.33398689,0.13472851,0.289269867,0,0,0.271418693,0.18783792,0.083254221,0.083254221,0.165646658,0.068656439,0.105999594,0.068850788,0.271418693,NA,-2.175591445,NA,1.308049274,1,-0.960526952,1,-0.867542171,NA,-1.828069123,NA,0.347522321,NA,NA,NA,Stable
MI0022625,hsa-mir-6780a,hsa-miR-6780a-5p,chr17:42708124-42708146,-,Single miR only,hsa-miR-6780a-5p,0.637227703,0.11187791,0.722850355,1.110481016,0,0.249762663,0.762657084,1.530592527,1.104563097,0.722529466,0.339996991,1.168954115,0.67364255,0.144634933,0.21762492,1.210893293,0.645609246,0.205550347,0.635753069,0.337887166,0.834010917,0.191890442,0.561698924,0.246020662,0.834010917,NA,-0.02828971,1,0.611393463,1,-0.864948968,1,0.583103753,1,-0.281845216,1,-0.253555505,1,NA,NA,Stable
MI0022625,hsa-mir-6780a,hsa-miR-6780a-3p,chr17:42708084-42708104,-,NA,hsa-miR-6780a-3p,0.159306926,0.11187791,0,0,0,0,0,0.765296263,0,0.289011786,0,0,0,0,0,0,0.067796209,0.040321685,0.191324066,0.191324066,0.072252947,0.072252947,0,0,0.191324066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022626,hsa-mir-6781,hsa-miR-6781-5p,chr17:42823918-42823938,-,NA,hsa-miR-6781-5p,0,0,0,0,0,0,0,0.382648132,0,0,0.169998496,0,0,0,0,0,0,0,0.095662033,0.095662033,0.042499624,0.042499624,0,0,0.095662033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022626,hsa-mir-6781,hsa-miR-6781-3p,chr17:42823880-42823901,-,Single miR only,hsa-miR-6781-3p,0.477920777,0,0,0.185080169,0,0,0.108951012,0,0,0,0,0,0,0,0,0.242178659,0.165750237,0.112831133,0.027237753,0.027237753,0,0,0.060544665,0.060544665,0.165750237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022627,hsa-mir-6782,hsa-miR-6782-5p,chr17:44207810-44207834,-,NA,hsa-miR-6782-5p,0,0,0,0,0,0,0,0,0,0,0.169998496,0,0,0.289269867,0,0,0,0,0,0,0.042499624,0.042499624,0.072317467,0.072317467,0.072317467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022627,hsa-mir-6782,hsa-miR-6782-3p,chr17:44207772-44207794,-,Single miR only,hsa-miR-6782-3p,0,0,0,0,0,0.083254221,0,0,0.18409385,0,0.169998496,0,0.13472851,0,0,0,0,0,0.020813555,0.020813555,0.088523086,0.051189751,0.033682127,0.033682127,0.088523086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022628,hsa-mir-6783,hsa-miR-6783-5p,chr17:44934655-44934676,-,NA,hsa-miR-6783-5p,0,0.11187791,0.144570071,0.185080169,0.146659048,0.083254221,0,0,0,0.289011786,0,0.166993445,0,0,0.10881246,0,0.110382038,0.039723067,0.057478317,0.03561965,0.114001308,0.070373664,0.027203115,0.027203115,0.114001308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022628,hsa-mir-6783,hsa-miR-6783-3p,chr17:44934618-44934639,-,Single miR only,hsa-miR-6783-3p,0,0.33563373,0.144570071,0.370160339,0.146659048,0,0.326853036,0,0.18409385,0.144505893,0,0.166993445,0.13472851,0.144634933,0,0.242178659,0.212591035,0.086501151,0.118378021,0.077614625,0.123898297,0.042087367,0.130385525,0.049766117,0.212591035,NA,-0.55368952,NA,-0.2051614,1,-0.034846479,1,-0.75885092,NA,-0.793697399,NA,-0.240007879,NA,NA,NA,Stable
MI0022629,hsa-mir-6784,hsa-miR-6784-3p,chr17:45114367-45114388,-,Single miR only,hsa-miR-6784-3p,1.433762331,0.671267459,0.867420426,1.665721524,1.173272386,0.915796431,1.307412144,1.530592527,0.920469248,1.878576611,0.509995487,1.502941005,1.347285099,1.012444534,1.41456198,3.39050122,1.159542935,0.233659571,1.231768372,0.128542439,1.202995588,0.303651012,1.791198208,0.540304012,1.791198208,0.992535394,0.18195692,1,-0.071954277,1,0.475754765,1,0.110002643,1,0.585757408,1,0.403800488,1,NA,NA,Stable
MI0022629,hsa-mir-6784,hsa-miR-6784-5p,chr17:45114409-45114428,-,<10% RPMM,hsa-miR-6784-5p**,0,0,0,0,0.146659048,0,0,0,0,0.144505893,0,0,0,0,0,0,0,0,0.036664762,0.036664762,0.036126473,0.036126473,0,0,0.036664762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022630,hsa-mir-6785,hsa-miR-6785-5p,chr17:75498553-75498574,+,NA,hsa-miR-6785-5p,0.159306926,0,0,0,0,0,0,0,0,0.289011786,0,0,0,0,0,0,0.039826731,0.039826731,0,0,0.072252947,0.072252947,0,0,0.072252947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022630,hsa-mir-6785,hsa-miR-6785-3p,chr17:75498608-75498628,+,Single miR only,hsa-miR-6785-3p,0.159306926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484357317,0.039826731,0.039826731,0,0,0,0,0.121089329,0.121089329,0.121089329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022631,hsa-mir-6786,hsa-miR-6786-3p,chr17:81693844-81693866,+,Single miR only,hsa-miR-6786-3p,1.433762331,0.783145369,1.156560568,0.370160339,0.293318096,0.333016884,1.08951012,2.869860988,0.736375398,0.867035359,2.549977433,1.66993445,1.751470629,1.157079468,1.41456198,2.421786586,0.935907152,0.230931687,1.146426522,0.602971466,1.45583066,0.419055821,1.686224666,0.273724866,1.686224666,0.986580855,-0.075451381,1,0.498969078,1,0.301050198,1,0.423517696,1,0.724567894,1,0.800019276,1,NA,NA,Stable
MI0022631,hsa-mir-6786,hsa-miR-6786-5p,chr17:81693809-81693829,+,<10% RPMM,hsa-miR-6786-5p**,0,0,0,0,0,0.083254221,0,0,0,0,0,0,0,0,0,0,0,0,0.020813555,0.020813555,0,0,0,0,0.020813555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022632,hsa-mir-6787,hsa-miR-6787-5p,chr17:82236673-82236694,+,NA,hsa-miR-6787-5p,0,0,0,0,0.293318096,0.166508442,0,0,0,0,0.339996991,0,0.26945702,0.144634933,0,0.242178659,0,0,0.114956635,0.071239301,0.084999248,0.084999248,0.164067653,0.060898873,0.164067653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022632,hsa-mir-6787,hsa-miR-6787-3p,chr17:82236707-82236728,+,Single miR only,hsa-miR-6787-3p,0,0.33563373,0.144570071,0.185080169,0.146659048,0.249762663,0.217902024,0,0,0,0.339996991,0,0,0,0.32643738,0,0.166320992,0.069013576,0.153580934,0.055545134,0.084999248,0.084999248,0.081609345,0.081609345,0.166320992,NA,-0.121367876,NA,-1.301566668,1,0.060623423,1,-1.422934544,NA,-1.362311122,NA,-1.240943245,NA,NA,NA,Stable
MI0022633,hsa-mir-6788,hsa-miR-6788-3p,chr18:10759584-10759605,-,NA,hsa-miR-6788-3p,0,0,0,0,0,0,0.108951012,0,0,0,0,0,0,0,0,0,0,0,0.027237753,0.027237753,0,0,0,0,0.027237753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022633,hsa-mir-6788,hsa-miR-6788-5p,chr18:10759624-10759644,-,Single miR only,hsa-miR-6788-5p,0.318613851,0,0,0,0,0,0,0,0.368187699,0,0,0,0.53891404,0,0,0,0.079653463,0.079653463,0,0,0.092046925,0.092046925,0.13472851,0.13472851,0.13472851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022634,hsa-mir-6789,hsa-miR-6789-5p,chr19:2235899-2235922,-,NA,hsa-miR-6789-5p,0,0,0,0,0,0,0.108951012,0,0,0.144505893,0,0,0.13472851,0,0,0,0,0,0.027237753,0.027237753,0.036126473,0.036126473,0.033682127,0.033682127,0.036126473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022634,hsa-mir-6789,hsa-miR-6789-3p,chr19:2235829-2235849,-,Single miR only,hsa-miR-6789-3p,0.318613851,0.11187791,0.144570071,0,0.146659048,0.249762663,0.435804048,0,0.736375398,0,0.339996991,0,0,0,0,0.242178659,0.143765458,0.065991117,0.20805644,0.091590349,0.269093097,0.175167135,0.060544665,0.060544665,0.269093097,NA,0.727211191,NA,-0.213990535,1,-1.819766241,1,0.513220656,NA,-1.306545585,NA,-2.033756777,NA,NA,NA,Stable
MI0022635,hsa-mir-6790,hsa-miR-6790-3p,chr19:6392925-6392945,-,Single miR only,hsa-miR-6790-3p,0,0,0,0,0,0,0,0.382648132,0.368187699,0,0.169998496,0,0.13472851,0,0,0,0,0,0.095662033,0.095662033,0.134546549,0.087583567,0.033682127,0.033682127,0.134546549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022636,hsa-mir-6791,hsa-miR-6791-3p,chr19:6736712-6736732,-,Single miR only,hsa-miR-6791-3p,0,0,0.433710213,0.370160339,0.146659048,0.666033768,0.217902024,0,0,0.43351768,0.679993982,0.166993445,0.26945702,0.289269867,0,0.242178659,0.200967638,0.116751609,0.25764871,0.14348627,0.320126277,0.149525046,0.200226386,0.067436526,0.320126277,NA,0.436509589,NA,0.106715572,1,-0.207842559,1,0.543225161,NA,0.335382601,1,-0.101126987,NA,NA,NA,Stable
MI0022638,hsa-mir-6793,hsa-miR-6793-3p,chr19:10829016-10829035,+,Single miR only,hsa-miR-6793-3p,1.11514848,0,0.144570071,0.740320677,0,0.083254221,0.217902024,0.573972198,0,1.011541252,0.849992478,0.500980335,0.53891404,0.723174667,0.43524984,0.242178659,0.500009807,0.260206987,0.218782111,0.126620889,0.590628516,0.223851892,0.484879301,0.100445308,0.590628516,NA,-1.301778836,1,1.636854036,1,-0.187885425,1,0.3350752,1,0.147189775,1,1.448968611,1,NA,NA,Stable
MI0022638,hsa-mir-6793,hsa-miR-6793-5p,chr19:10828978-10828999,+,NA,hsa-miR-6793-5p,0.159306926,0,0,0,0,0,0,0.382648132,0.18409385,0.144505893,0.679993982,0.166993445,0,0.144634933,0.10881246,0.242178659,0.039826731,0.039826731,0.095662033,0.095662033,0.293896792,0.12895407,0.123906513,0.049998852,0.293896792,NA,0.38850852,NA,2.30844444,1,-1.409822114,1,2.69695296,NA,1.287130846,NA,0.898622326,NA,NA,NA,Stable
MI0022640,hsa-mir-6795,hsa-miR-6795-5p,chr19:15179322-15179345,-,NA,hsa-miR-6795-5p,0.159306926,0,0,0,0,0.083254221,0.217902024,0.573972198,0,0,0,0,0,0,0,0,0.039826731,0.039826731,0.218782111,0.126620889,0,0,0,0,0.218782111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022640,hsa-mir-6795,hsa-miR-6795-3p,chr19:15179283-15179303,-,Single miR only,hsa-miR-6795-3p,0.796534628,0.11187791,0,0,0.146659048,0.166508442,0,0,0,0,0,0,0,0,0,0,0.227103135,0.191633493,0.078291873,0.045383063,0,0,0,0,0.227103135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022641,hsa-mir-6796,hsa-miR-6796-5p,chr19:40369851-40369873,+,NA,hsa-miR-6796-5p,0,0,0.144570071,0,0,0,0.326853036,0,0,0,0,0.33398689,0,0,0.10881246,0,0.036142518,0.036142518,0.081713259,0.081713259,0.083496723,0.083496723,0.027203115,0.027203115,0.083496723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022641,hsa-mir-6796,hsa-miR-6796-3p,chr19:40369887-40369907,+,Single miR only,hsa-miR-6796-3p,0,0,0,0,0,0,0,0,0.368187699,0,0,0.166993445,0,0,0,0.484357317,0,0,0,0,0.133795286,0.087485369,0.121089329,0.121089329,0.133795286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022642,hsa-mir-6797,hsa-miR-6797-3p,chr19:41869675-41869696,+,Single miR only,hsa-miR-6797-3p,0,0.22375582,0.144570071,0.185080169,0,0,0,0.765296263,0.18409385,0.144505893,0.509995487,0,0.53891404,0.144634933,0.87049968,0.726535976,0.138351515,0.048868254,0.191324066,0.191324066,0.209648807,0.107648117,0.570146157,0.157243246,0.570146157,NA,-0.423144658,1,1.040820843,1,1.321685008,1,0.617676186,NA,1.939361194,1,2.362505852,NA,NA,NA,Stable
MI0022642,hsa-mir-6797,hsa-miR-6797-5p,chr19:41869632-41869656,+,NA,hsa-miR-6797-5p,0,0.11187791,0.144570071,0,0.146659048,0,0.108951012,0,0,0.289011786,0.169998496,0.166993445,0,0,0.10881246,0.484357317,0.064111995,0.037611812,0.063902515,0.037688497,0.156500932,0.059402543,0.148292444,0.114920105,0.156500932,NA,-0.146052303,NA,1.208059337,1,-0.477957086,1,1.062007034,NA,0.584049948,NA,0.730102251,NA,NA,NA,Stable
MI0022643,hsa-mir-6798,hsa-miR-6798-3p,chr19:49009952-49009972,+,Single miR only,hsa-miR-6798-3p,0.955841554,1.901924468,1.011990497,3.331443048,1.026613338,2.331118188,1.525314168,5.739721976,1.840938496,4.046165009,3.739966901,3.00588201,1.616742119,1.012444534,2.28506166,6.054466465,1.800299892,0.554471859,2.655691917,1.062553543,3.158238104,0.490349639,2.742178694,1.134269001,3.158238104,0.893973937,0.494810214,1,0.474140592,1,-0.413364404,1,0.968950806,0.866640296,0.555586401,1,0.060776188,1,NA,NA,Stable
MI0022644,hsa-mir-6799,hsa-miR-6799-3p,chr19:49791912-49791934,+,Single miR only,hsa-miR-6799-3p,0,0,0,0,0,0,0.217902024,0,0,0,0.169998496,0,0,0,0.32643738,0,0,0,0.054475506,0.054475506,0.042499624,0.042499624,0.081609345,0.081609345,0.081609345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022645,hsa-mir-6800,hsa-miR-6800-5p,chr19:49832022-49832042,+,NA,hsa-miR-6800-5p,0,0,0,0.185080169,0,0,0,0,0,0.144505893,0,0,0,0,0.21762492,0,0.046270042,0.046270042,0,0,0.036126473,0.036126473,0.05440623,0.05440623,0.05440623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022645,hsa-mir-6800,hsa-miR-6800-3p,chr19:49832076-49832096,+,Single miR only,hsa-miR-6800-3p,0.318613851,0,0.433710213,0,0.146659048,0,0,0,0,0,0,0.33398689,0.53891404,0.289269867,0.21762492,0.242178659,0.188081016,0.111101103,0.036664762,0.036664762,0.083496723,0.083496723,0.321996871,0.073817662,0.321996871,NA,-2.024668679,NA,1.018056406,1,2.086127985,1,-1.006612274,NA,1.079515712,NA,3.104184391,NA,NA,NA,Stable
MI0022646,hsa-mir-6801,hsa-miR-6801-5p,chr19:52222025-52222047,+,NA,hsa-miR-6801-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242178659,0,0,0,0,0,0,0.060544665,0.060544665,0.060544665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022646,hsa-mir-6801,hsa-miR-6801-3p,chr19:52222074-52222093,+,Single miR only,hsa-miR-6801-3p,0.159306926,0,0,0,0,0,0.108951012,0.191324066,0,0.289011786,0,0.166993445,0,0,0,0,0.039826731,0.039826731,0.075068769,0.046488297,0.114001308,0.070373664,0,0,0.114001308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022647,hsa-mir-6802,hsa-miR-6802-3p,chr19:55239912-55239933,-,Single miR only,hsa-miR-6802-3p,0.955841554,0.447511639,0.144570071,1.480641355,0.586636193,0.166508442,0.980559108,0.573972198,0.736375398,0.722529466,1.52998646,0.33398689,0.67364255,0.289269867,0.65287476,1.69525061,0.757141155,0.293548428,0.576918985,0.166198995,0.830719553,0.251051698,0.827759447,0.30233103,0.830719553,NA,-0.36833313,1,0.614119148,1,-0.215398284,1,0.245786018,1,0.030387733,1,0.398720863,1,NA,NA,Stable
MI0022647,hsa-mir-6802,hsa-miR-6802-5p,chr19:55239952-55239971,-,<20% RPMM,hsa-miR-6802-5p*,0,0.22375582,0,0,0,0.083254221,0,0,0,0,0.169998496,0,0,0.144634933,0.10881246,0.242178659,0.055938955,0.055938955,0.020813555,0.020813555,0.042499624,0.042499624,0.123906513,0.049998852,0.123906513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022648,hsa-mir-6803,hsa-miR-6803-3p,chr19:55245186-55245207,-,Single miR only,hsa-miR-6803-3p,0.477920777,0.559389549,0.722850355,0.370160339,0.586636193,0.416271105,0.108951012,1.339268461,1.104563097,0.722529466,0.679993982,0.166993445,0.13472851,0.289269867,0.87049968,0.968714634,0.532580255,0.074324366,0.612781693,0.261554388,0.668519998,0.192507823,0.565803173,0.207660308,0.668519998,NA,0.069746489,1,0.251498445,1,-0.336873449,1,0.321244934,1,-0.015628515,1,-0.085375004,1,NA,NA,Stable
MI0022649,hsa-mir-6804,hsa-miR-6804-3p,chr19:55230885-55230906,-,Single miR only,hsa-miR-6804-3p,0.159306926,0.11187791,0,0,0.293318096,0.582779547,0.108951012,1.339268461,0.18409385,0,1.019990973,0.166993445,0.26945702,0.4339048,0.43524984,0.484357317,0.067796209,0.040321685,0.581079279,0.27088825,0.342769567,0.229527601,0.405742244,0.046919985,0.581079279,NA,2.904498088,0.823977738,-0.863396586,1,0.401283832,1,2.041101502,1,2.442385334,1,-0.462112754,NA,NA,NA,Stable
MI0022649,hsa-mir-6804,hsa-miR-6804-5p,chr19:55230927-55230947,-,NA,hsa-miR-6804-5p,0.318613851,0.22375582,0,0,0,0.083254221,0.108951012,0,0,0.144505893,0,0,0,0,0,0,0.135592418,0.08064337,0.048051308,0.028233956,0.036126473,0.036126473,0,0,0.135592418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022650,hsa-mir-6805,hsa-miR-6805-3p,chr19:55388220-55388242,+,NA,hsa-miR-6805-3p,0.318613851,0,0,0,0,0.249762663,0,0.382648132,0,0.289011786,0,0,0.13472851,0.144634933,0,0.484357317,0.079653463,0.079653463,0.158102699,0.095225665,0.072252947,0.072252947,0.19093019,0.103221322,0.19093019,NA,0.331030494,NA,-0.67138239,1,0.931648648,1,-0.340351896,NA,0.591296752,NA,0.260266258,NA,NA,NA,Stable
MI0022650,hsa-mir-6805,hsa-miR-6805-5p,chr19:55388186-55388207,+,Single miR only,hsa-miR-6805-5p,0.159306926,0,0,0,0.146659048,0.083254221,0.217902024,0,0,0,0.509995487,0.33398689,0.13472851,0,0.21762492,0,0.039826731,0.039826731,0.111953823,0.046356229,0.210995594,0.12700593,0.088088357,0.053598929,0.210995594,NA,1.209922143,NA,0.619830312,1,-1.022035308,1,1.829752455,NA,0.807717146,NA,-0.402204996,NA,NA,NA,Stable
MI0022651,hsa-mir-6806,hsa-miR-6806-5p,chr19:58334693-58334716,+,NA,hsa-miR-6806-5p,0,0,0,0,0,0,0,0.191324066,0,0,0,0,0,0,0.21762492,0,0,0,0.047831016,0.047831016,0,0,0.05440623,0.05440623,0.05440623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022651,hsa-mir-6806,hsa-miR-6806-3p,chr19:58334730-58334751,+,Single miR only,hsa-miR-6806-3p,0,0.447511639,0.144570071,0.370160339,0.439977145,0.166508442,0,0,0.18409385,0,0,0,0,0.144634933,0.10881246,0.484357317,0.240560512,0.102757161,0.151621397,0.103822267,0.046023462,0.046023462,0.184451178,0.104591459,0.240560512,NA,-0.996711782,NA,-1.308815464,1,1.839612071,1,-2.305527246,NA,-0.465915175,NA,0.530796607,NA,NA,NA,Stable
MI0022652,hsa-mir-6807,hsa-miR-6807-3p,chr19:58550354-58550376,+,Single miR only,hsa-miR-6807-3p,0.637227703,0,0.433710213,0.555240508,0.439977145,0.249762663,0.108951012,0.956620329,0.368187699,0.144505893,0.169998496,0.500980335,0.53891404,0.289269867,0.43524984,0.726535976,0.406544606,0.141816093,0.438827787,0.185444229,0.295918106,0.084683144,0.497492431,0.091927268,0.497492431,NA,0.153189333,1,-0.547311303,1,0.863197016,1,-0.39412197,1,0.469075047,1,0.315885713,1,NA,NA,Stable
MI0022652,hsa-mir-6807,hsa-miR-6807-5p,chr19:58550285-58550306,+,NA,hsa-miR-6807-5p,0,0,0,0.370160339,0.146659048,0,0,0,0,0,0,0.33398689,0,0.4339048,0.10881246,0,0.092540085,0.092540085,0.036664762,0.036664762,0.083496723,0.083496723,0.135679315,0.102663699,0.135679315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022653,hsa-mir-6808,hsa-miR-6808-3p,chr1:1339650-1339670,-,Single miR only,hsa-miR-6808-3p,0,0,0,0.185080169,0,0,0,0.191324066,0,0,0,0,0,0,0,0,0.046270042,0.046270042,0.047831016,0.047831016,0,0,0,0,0.047831016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022654,hsa-mir-6809,hsa-miR-6809-5p,chr2:217900602-217900623,-,Single miR only,hsa-miR-6809-5p,0.318613851,0.11187791,0.722850355,0.185080169,0.586636193,0.333016884,0.217902024,0.956620329,0,0.289011786,0.169998496,0.500980335,0.13472851,0.4339048,0.65287476,0,0.334605571,0.136307008,0.523543858,0.163618798,0.239997654,0.105282596,0.305377018,0.147096937,0.523543858,NA,0.754842623,1,-1.199846205,1,0.469657142,1,-0.445003583,1,0.024653559,1,-0.730189064,NA,NA,NA,Stable
MI0022655,hsa-mir-6810,hsa-miR-6810-5p,chr2:218341916-218341938,+,NA,hsa-miR-6810-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10881246,0.242178659,0,0,0,0,0,0,0.08774778,0.057512291,0.08774778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022655,hsa-mir-6810,hsa-miR-6810-3p,chr2:218341958-218341980,+,Single miR only,hsa-miR-6810-3p,0,0,0,0,0,0,0,0,0.368187699,0,0,0,0,0.144634933,0,0,0,0,0,0,0.092046925,0.092046925,0.036158733,0.036158733,0.092046925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022656,hsa-mir-6811,hsa-miR-6811-5p,chr2:237510932-237510953,+,Single miR only,hsa-miR-6811-5p,0,0,0.144570071,0,0,0,0,0.765296263,0,0,0,0.33398689,0.26945702,0,0,0,0.036142518,0.036142518,0.191324066,0.191324066,0.083496723,0.083496723,0.067364255,0.067364255,0.191324066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022657,hsa-mir-6812,hsa-miR-6812-3p,chr20:45425553-45425573,+,Single miR only,hsa-miR-6812-3p,0.637227703,1.006901189,0.722850355,0.925400847,1.026613338,0.666033768,0.54475506,0.765296263,0.552281549,2.456600184,0.679993982,0.834967225,1.212556589,1.012444534,0.5440623,2.421786586,0.823095023,0.086045938,0.750674607,0.102438155,1.130960735,0.445643048,1.297712502,0.40001672,1.297712502,NA,-0.099228205,1,0.491366173,1,0.164902786,1,0.392137968,1,0.557040754,1,0.656268958,1,NA,NA,Stable
MI0022657,hsa-mir-6812,hsa-miR-6812-5p,chr20:45425515-45425539,+,<10% RPMM,hsa-miR-6812-5p**,0,0,0,0.185080169,0,0,0,0,0,0,0,0,0,0,0,0.242178659,0.046270042,0.046270042,0,0,0,0,0.060544665,0.060544665,0.060544665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022658,hsa-mir-6813,hsa-miR-6813-3p,chr20:64076955-64076975,-,NA,hsa-miR-6813-3p,0,0,0,0,0,0.083254221,0,0,0,0,0,0,0,0,0,0,0,0,0.020813555,0.020813555,0,0,0,0,0.020813555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022658,hsa-mir-6813,hsa-miR-6813-5p,chr20:64076983-64077005,-,Single miR only,hsa-miR-6813-5p,0.159306926,0,0.144570071,0,0.733295241,0,0,0,0,0.144505893,0,0,0,0.4339048,0.10881246,0,0.075969249,0.043963901,0.18332381,0.18332381,0.036126473,0.036126473,0.135679315,0.102663699,0.18332381,NA,0.439151535,NA,-1.028044114,1,1.452253481,1,-0.588892578,NA,0.863360903,NA,0.424209367,NA,NA,NA,Stable
MI0022659,hsa-mir-6814,hsa-miR-6814-5p,chr21:41746815-41746836,-,NA,hsa-miR-6814-5p,0,0,0,0,0,0,0.217902024,0,0,0,0.169998496,0,0.13472851,0,0,0,0,0,0.054475506,0.054475506,0.042499624,0.042499624,0.033682127,0.033682127,0.054475506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0022659,hsa-mir-6814,hsa-miR-6814-3p,chr21:41746772-41746793,-,Single miR only,hsa-miR-6814-3p,0,0.11187791,0,0.185080169,0,0,0.326853036,0.191324066,0,0,0,0,0.26945702,0,0,0.242178659,0.07423952,0.045392098,0.129544275,0.079744868,0,0,0.12790892,0.074057872,0.129544275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
